t11,t12,t13,t14,t15,t21,t22,t23,t24,t25
Renekton,Elise,Corki,Tristana,Braum,Shen,Gragas,Syndra,Xayah,Thresh
Fiora,RekSai,Leblanc,Ashe,Braum,Gnar,Elise,Vladimir,Varus,Bard
Gnar,Maokai,Syndra,Kalista,Thresh,JarvanIV,Gragas,Orianna,KogMaw,Morgana
Renekton,RekSai,Corki,Xayah,Braum,Fiora,Zac,Orianna,Kalista,TahmKench
Gnar,RekSai,Taliyah,Xayah,Rakan,JarvanIV,Nidalee,Cassiopeia,Ashe,Thresh
Gnar,Sejuani,Orianna,Tristana,Braum,Rumble,RekSai,Lucian,Kalista,Morgana
Jayce,Gragas,TwistedFate,Twitch,Thresh,Fiora,Rengar,Corki,Kalista,TahmKench
Renekton,Elise,Lucian,Varus,Braum,JarvanIV,RekSai,Karma,Xayah,Rakan
Rumble,RekSai,Syndra,Sivir,Thresh,Camille,Zac,Taliyah,Varus,TahmKench
Camille,Elise,Orianna,Jhin,Braum,Fiora,RekSai,Corki,KogMaw,Rakan
JarvanIV,RekSai,Kassadin,Xayah,Rakan,Kled,Elise,Corki,Kalista,Bard
Rumble,JarvanIV,Corki,Jhin,Thresh,Gnar,Gragas,Syndra,Kalista,Blitzcrank
Renekton,Graves,Taliyah,Jinx,Thresh,Kled,RekSai,Karma,Kalista,Braum
Renekton,Sejuani,Velkoz,Varus,Braum,Jayce,JarvanIV,Corki,Jhin,Thresh
Camille,Elise,Corki,Jhin,Braum,JarvanIV,Sejuani,Orianna,Ashe,Lulu
Rumble,LeeSin,Galio,KogMaw,Rakan,Kled,Elise,Taliyah,Twitch,Braum
Lucian,Gragas,Kassadin,Caitlyn,Rakan,Renekton,RekSai,Taliyah,Ashe,Karma
Renekton,Gragas,Galio,Xayah,Rakan,Jax,RekSai,Orianna,Varus,Thresh
Shen,Elise,Kassadin,Varus,Zyra,JarvanIV,Sejuani,Corki,Jinx,Braum
Poppy,Elise,Kassadin,Tristana,Thresh,Camille,Sejuani,Corki,Kalista,Taric
Jax,RekSai,Taliyah,Kalista,Taric,JarvanIV,Sejuani,Karma,Tristana,Braum
Poppy,Elise,Corki,Varus,Alistar,Shen,RekSai,Taliyah,Tristana,Thresh
JarvanIV,Elise,Orianna,Kalista,Rakan,Renekton,LeeSin,Ekko,Tristana,Lulu
JarvanIV,Maokai,Orianna,Kalista,Trundle,Camille,Sejuani,Syndra,Varus,Braum
Camille,Nidalee,Galio,Jinx,Rakan,Shen,Zac,Kassadin,Varus,Braum
JarvanIV,Maokai,Vladimir,Kalista,Rakan,Gnar,Sejuani,Syndra,Tristana,Braum
Jax,RekSai,Corki,Tristana,Thresh,JarvanIV,Sejuani,Orianna,Jinx,Braum
Fiora,Khazix,Vladimir,Caitlyn,TahmKench,Rumble,Gragas,Jayce,Varus,Rakan
Renekton,Gragas,Ekko,Caitlyn,Brand,Kled,Elise,Cassiopeia,Jinx,Blitzcrank
Gnar,Chogath,Taliyah,Kalista,Alistar,Camille,Sejuani,Orianna,KogMaw,Braum
JarvanIV,Elise,Galio,Tristana,TahmKench,Gragas,RekSai,Syndra,KogMaw,Braum
Maokai,Nunu,Jayce,Tristana,Alistar,Galio,Kayn,Taliyah,Kalista,Braum
JarvanIV,Gragas,Vladimir,KogMaw,Thresh,Rumble,Sejuani,Corki,Varus,Galio
Camille,RekSai,Karma,Kalista,Alistar,JarvanIV,LeeSin,Vladimir,Xayah,Rakan
JarvanIV,Zac,Corki,Kennen,Blitzcrank,Kled,Gragas,Galio,Caitlyn,Morgana
Rumble,Khazix,Corki,Kalista,Braum,JarvanIV,Maokai,Taliyah,Jhin,Karma
JarvanIV,Zac,Orianna,Kalista,Braum,Rumble,Sejuani,Kassadin,Varus,Rakan
Renekton,Elise,Orianna,Xayah,Blitzcrank,Kled,Gragas,Viktor,Tristana,Thresh
Chogath,Graves,Taliyah,Twitch,Thresh,Shen,Zac,Orianna,Varus,Taric
Camille,Khazix,Corki,Draven,Blitzcrank,JarvanIV,Gragas,Taliyah,Kalista,Thresh
Galio,RekSai,Ryze,Twitch,Blitzcrank,Renekton,LeeSin,Corki,Kalista,Thresh
Shen,Nunu,Cassiopeia,Kalista,Thresh,JarvanIV,Elise,Taliyah,Tristana,Taric
Renekton,Gragas,Leblanc,Caitlyn,Blitzcrank,Galio,LeeSin,Orianna,Twitch,Thresh
JarvanIV,Zac,Leblanc,Kalista,Rakan,Camille,Jayce,Orianna,KogMaw,Zyra
Rumble,LeeSin,Corki,Kalista,Alistar,Camille,Elise,Galio,Jhin,TahmKench
Gnar,Gragas,Syndra,Lucian,Braum,Irelia,Hecarim,Corki,Xayah,Rakan
Renekton,LeeSin,Corki,Kalista,Braum,JarvanIV,Gragas,Taliyah,Ashe,TahmKench
Rumble,RekSai,Kassadin,Kalista,Alistar,JarvanIV,Elise,Taliyah,Tristana,Thresh
Renekton,Gragas,Syndra,Caitlyn,Karma,JarvanIV,Chogath,Corki,Kalista,Janna
Chogath,Rengar,Taliyah,Tristana,Soraka,Shen,JarvanIV,Corki,Jhin,Karma
Fiora,Gragas,Taliyah,Kalista,Blitzcrank,Renekton,JarvanIV,Galio,Jhin,Thresh
Camille,Sejuani,Taliyah,Kalista,Braum,Jax,JarvanIV,AurelionSol,KogMaw,Thresh
Gnar,RekSai,Syndra,Varus,Zyra,Kennen,Chogath,Orianna,Kalista,Janna
Rumble,RekSai,Corki,Varus,Thresh,Kled,Sejuani,Galio,Twitch,Rakan
Shen,Olaf,Syndra,Caitlyn,Blitzcrank,Kled,RekSai,Taliyah,Jhin,Thresh
Rumble,Gragas,Jayce,Xayah,Rakan,Kled,Elise,Taliyah,Ashe,Zyra
Gnar,Gragas,Orianna,Varus,Braum,Renekton,LeeSin,Corki,Xayah,TahmKench
Camille,Gragas,Taliyah,Ashe,Rakan,JarvanIV,RekSai,Orianna,Varus,Braum
Shen,Gragas,Syndra,Caitlyn,Morgana,Camille,Maokai,Corki,Kalista,Sona
Jayce,Sejuani,Taliyah,Xayah,Braum,Shen,Gragas,Ahri,Ashe,Zyra
Gnar,JarvanIV,Corki,Caitlyn,Zyra,Shen,LeeSin,Syndra,Ashe,Rakan
Renekton,Elise,Taliyah,Jhin,Blitzcrank,Kled,LeeSin,Corki,KogMaw,Lulu
JarvanIV,Gragas,Galio,Kalista,Rakan,Camille,Sejuani,Taliyah,Varus,Braum
Renekton,Elise,Corki,Kalista,Braum,Rumble,RekSai,Orianna,Varus,TahmKench
Kled,Nunu,Syndra,Kalista,Blitzcrank,Renekton,Nidalee,Galio,KogMaw,Thresh
Camille,Gragas,Orianna,Xayah,Rakan,JarvanIV,Maokai,Syndra,KogMaw,Thresh
Camille,Gragas,Orianna,Jhin,Thresh,Renekton,RekSai,Leblanc,Varus,TahmKench
Poppy,Gragas,Viktor,KogMaw,Braum,JarvanIV,RekSai,Zilean,Caitlyn,Lulu
Renekton,Elise,Viktor,Tristana,Thresh,Kled,Nidalee,Corki,Kalista,Braum
Renekton,Elise,Galio,Kalista,Blitzcrank,Poppy,Maokai,Malzahar,Caitlyn,Braum
Kled,RekSai,Taliyah,Kalista,Thresh,JarvanIV,Elise,Corki,Xayah,Bard
JarvanIV,LeeSin,Orianna,Caitlyn,TahmKench,Jayce,Elise,Azir,Jinx,Thresh
JarvanIV,Maokai,Orianna,KogMaw,TahmKench,Jax,Rengar,Corki,Kalista,Braum
Maokai,Rengar,Cassiopeia,Kalista,Zyra,Trundle,Nunu,Taliyah,Lucian,Janna
JarvanIV,Nunu,Taliyah,Tristana,Thresh,Jayce,Elise,Cassiopeia,Twitch,Braum
JarvanIV,Chogath,Zed,Kalista,Galio,Shen,Maokai,Taliyah,Ashe,Thresh
Shen,RekSai,Syndra,Xayah,Rakan,Renekton,Gragas,Corki,KogMaw,Thresh
Maokai,Elise,Taliyah,Tristana,Blitzcrank,Jax,Zac,Corki,Varus,Thresh
Kled,LeeSin,Taliyah,Xayah,Thresh,JarvanIV,Gragas,Corki,Varus,TahmKench
Gnar,Gragas,Galio,Xayah,Rakan,JarvanIV,Sejuani,Orianna,Kalista,Braum
Gnar,Elise,Taliyah,Tristana,Blitzcrank,JarvanIV,Graves,Cassiopeia,Xayah,Thresh
JarvanIV,Chogath,Galio,Xayah,Rakan,Camille,Maokai,Vladimir,Kalista,Thresh
JarvanIV,Gragas,Zilean,Caitlyn,Thresh,Shen,Zac,Corki,Ashe,Zyra
JarvanIV,Elise,Lucian,Tristana,Taric,Shen,Gragas,Galio,Kalista,Rakan
Renekton,Gragas,Syndra,Tristana,Braum,Kled,Maokai,Vladimir,Kalista,Rakan
Kled,Elise,Cassiopeia,Varus,Braum,JarvanIV,Maokai,Syndra,Ashe,Zyra
Shen,Nunu,Corki,Xayah,Rakan,JarvanIV,Elise,Syndra,Ashe,TahmKench
Renekton,Zac,Taliyah,Tristana,Rakan,JarvanIV,Maokai,Jayce,Jhin,Brand
Fiora,Elise,Corki,Jhin,Nautilus,JarvanIV,LeeSin,Orianna,Ashe,Thresh
Kled,Sejuani,Cassiopeia,Tristana,Braum,Renekton,Gragas,Taliyah,Corki,Galio
Renekton,Elise,Galio,Ashe,Alistar,Gnar,RekSai,Cassiopeia,Tristana,Thresh
JarvanIV,RekSai,Orianna,Kalista,Braum,Jayce,Gragas,Karma,Jhin,Zyra
Rumble,LeeSin,Jayce,Caitlyn,Braum,JarvanIV,Gragas,Corki,Jinx,Lulu
Rumble,Olaf,Orianna,Kalista,Rakan,Galio,RekSai,Taliyah,Ashe,Thresh
Jax,Sejuani,Kassadin,Kalista,Braum,Rumble,JarvanIV,Galio,Jhin,Brand
Maokai,Gragas,Syndra,Xayah,Rakan,Trundle,Elise,Taliyah,Ashe,Morgana
Kled,JarvanIV,Galio,KogMaw,Lulu,Renekton,Zac,Syndra,Jhin,Rakan
JarvanIV,Chogath,Taliyah,Ashe,Thresh,Maokai,Kayn,Corki,Varus,TahmKench
JarvanIV,Chogath,Galio,Xayah,Taric,Jayce,Gragas,Orianna,Tristana,Braum
Rumble,JarvanIV,Cassiopeia,Kalista,Kennen,Chogath,Maokai,Syndra,KogMaw,Blitzcrank
Camille,Gragas,Leblanc,Caitlyn,Nami,JarvanIV,Maokai,Orianna,Jhin,Brand
Trundle,Chogath,Taliyah,Tristana,TahmKench,Maokai,Sejuani,Kled,Jhin,Thresh
Kled,Maokai,Taliyah,Kalista,Thresh,Shen,Zac,Orianna,Tristana,TahmKench
Jax,RekSai,Galio,KogMaw,Thresh,Poppy,Sejuani,Leblanc,Jhin,Braum
Maokai,RekSai,Galio,Kalista,Taric,Chogath,Gragas,Corki,Jhin,Alistar
Jax,Elise,Lucian,Xayah,Alistar,Chogath,Gragas,Corki,Kalista,Maokai
Gnar,Gragas,Orianna,Kalista,Thresh,Maokai,Sejuani,Syndra,KogMaw,Braum
JarvanIV,Nunu,Orianna,Xayah,Janna,Jax,Zac,Taliyah,Tristana,Alistar
JarvanIV,Gragas,Taliyah,Jhin,Galio,Jayce,Sejuani,AurelionSol,Varus,Braum
Maokai,RekSai,Orianna,Xayah,Taric,Chogath,Elise,Galio,Tristana,Braum
JarvanIV,Gragas,Kassadin,Tristana,Galio,Renekton,Zac,Lucian,Xayah,Rakan
Gnar,Khazix,Leblanc,Ashe,Braum,Gragas,Ivern,Ryze,Xayah,Rakan
Camille,Elise,Orianna,Jhin,Braum,Fiora,Sejuani,Taliyah,Kalista,Trundle
Gragas,LeeSin,Orianna,Ashe,Thresh,Gnar,Khazix,Corki,Jhin,TahmKench
Jayce,Elise,Lucian,Kalista,Thresh,Rumble,RekSai,Syndra,Varus,Zyra
Maokai,RekSai,Viktor,Xayah,Rakan,JarvanIV,Gragas,Orianna,Jhin,Alistar
Gragas,Khazix,Kassadin,Ashe,Thresh,Gnar,Warwick,Leblanc,Xayah,Rakan
Renekton,Khazix,Galio,Caitlyn,Braum,Rumble,RekSai,Viktor,Jhin,Karma
Poppy,Gragas,Cassiopeia,Caitlyn,Morgana,Camille,RekSai,Galio,Jinx,Rakan
Jax,Maokai,Corki,Sivir,Braum,Camille,JarvanIV,Galio,Tristana,Taric
Camille,LeeSin,Leblanc,Kalista,Kennen,JarvanIV,Rumble,Taliyah,Varus,Lulu
JarvanIV,RekSai,Taliyah,Xayah,Alistar,Maokai,Elise,Cassiopeia,Kalista,Rakan
Gnar,Elise,Taliyah,Varus,Blitzcrank,Renekton,RekSai,Corki,Kalista,Rakan
Jax,Khazix,Syndra,Kalista,Kennen,Maokai,Elise,Orianna,Tristana,Alistar
Maokai,Rengar,Syndra,Kalista,Braum,Rumble,Elise,Lucian,Tristana,Alistar
Camille,JarvanIV,Orianna,Kalista,Rakan,Rumble,Gragas,Jayce,Tristana,Thresh
Renekton,Sejuani,Galio,Kalista,Braum,Poppy,Gragas,Viktor,Jhin,Thresh
Camille,Maokai,Corki,Kalista,Braum,JarvanIV,Sejuani,Kassadin,KogMaw,Lulu
Kled,Maokai,Galio,KogMaw,Braum,Rumble,Gragas,Orianna,Caitlyn,Trundle
Jayce,LeeSin,Corki,KogMaw,Blitzcrank,Fiora,Elise,Galio,Twitch,Lulu
Gnar,RekSai,Orianna,KogMaw,Lulu,Renekton,Zac,Karma,Twitch,Janna
JarvanIV,Maokai,Cassiopeia,Caitlyn,TahmKench,Gnar,Elise,Orianna,Ashe,Braum
Jax,RekSai,Leblanc,Kalista,Rakan,Renekton,Gragas,Malzahar,Ashe,Thresh
Jayce,Gragas,TwistedFate,Jhin,Zyra,Shen,Nidalee,Kassadin,KogMaw,Karma
JarvanIV,Sejuani,Syndra,Ashe,Alistar,Gnar,Elise,Kayn,Varus,Thresh
JarvanIV,Zac,Galio,Tristana,Rakan,Camille,RekSai,Mordekaiser,Xayah,Braum
Jayce,Zac,Taliyah,Jhin,Blitzcrank,Shen,Maokai,Corki,Sivir,Janna
Renekton,Maokai,Orianna,Jhin,TahmKench,Jax,Sejuani,Corki,Caitlyn,Thresh
Chogath,RekSai,Kassadin,Sivir,Thresh,Camille,Gragas,Corki,Jhin,Taric
Maokai,JarvanIV,Orianna,Varus,Zyra,Gnar,Chogath,Corki,Tristana,Thresh
Darius,Nidalee,Taliyah,Jinx,Thresh,Camille,Zac,Galio,Varus,Rakan
Jayce,Elise,Orianna,Tristana,Alistar,JarvanIV,Gragas,Corki,Xayah,Braum
Renekton,Zac,Orianna,Kalista,Alistar,Rumble,RekSai,Azir,Xayah,Rakan
Camille,Gragas,Cassiopeia,Ashe,Braum,Rumble,RekSai,Galio,Xayah,Rakan
Renekton,RekSai,Galio,KogMaw,Braum,JarvanIV,Gragas,Orianna,Xayah,Rakan
JarvanIV,Nidalee,Orianna,Caitlyn,Thresh,Jax,Sejuani,Leblanc,Ashe,TahmKench
JarvanIV,Chogath,Corki,Ashe,Lulu,Renekton,Gragas,Karma,Caitlyn,Zyra
Rumble,LeeSin,Viktor,KogMaw,Thresh,Galio,Gragas,Orianna,Tristana,TahmKench
Chogath,JarvanIV,Cassiopeia,Kalista,Kennen,Maokai,RekSai,Taliyah,Varus,Zyra
Rumble,Zac,Orianna,Jhin,Braum,JarvanIV,Gragas,Leblanc,Kalista,Thresh
JarvanIV,Gragas,Vladimir,Jhin,Thresh,Camille,RekSai,Corki,Caitlyn,Braum
Jax,RekSai,Karma,Kalista,Brand,Maokai,JarvanIV,Galio,KogMaw,Lulu
Rumble,Kayn,Orianna,Jhin,Thresh,Renekton,Zac,Taliyah,Varus,Taric
Camille,JarvanIV,Orianna,Kalista,Kennen,Gnar,Gragas,Corki,KogMaw,Janna
Jayce,Nidalee,Taliyah,Tristana,Braum,Rumble,RekSai,Corki,Xayah,Alistar
Jayce,Gragas,Karma,Tristana,Braum,JarvanIV,Sejuani,Corki,KogMaw,TahmKench
Jax,Maokai,Corki,Kalista,Bard,Chogath,RekSai,Vladimir,KogMaw,Lulu
Camille,Elise,Galio,KogMaw,Janna,Rumble,LeeSin,Lucian,Jhin,Brand
Rumble,LeeSin,Leblanc,Caitlyn,Bard,Shen,Gragas,Orianna,Kalista,Rakan
Rumble,Elise,Lucian,Ashe,Alistar,JarvanIV,Gragas,Galio,Kalista,Rakan
Rumble,RekSai,Corki,Kalista,Braum,Renekton,Graves,Taliyah,Caitlyn,Thresh
Camille,Sejuani,Vladimir,Kalista,Blitzcrank,Rumble,Kayn,Cassiopeia,Varus,Thresh
Renekton,Elise,Syndra,Jhin,Braum,JarvanIV,Sejuani,Orianna,Caitlyn,Galio
Gnar,Maokai,Corki,Jhin,Galio,JarvanIV,Kayn,Taliyah,Caitlyn,Braum
Camille,Zac,Galio,Ashe,Bard,Rumble,Olaf,Cassiopeia,Caitlyn,TahmKench
Renekton,Elise,Syndra,KogMaw,Lulu,Jax,Gragas,Cassiopeia,Kalista,Janna
JarvanIV,Sejuani,Orianna,KogMaw,Braum,Fiora,Gragas,Taliyah,Caitlyn,Bard
Rumble,Zac,Lucian,Tristana,Alistar,Camille,Gragas,Galio,Kalista,Morgana
Gnar,Elise,Corki,Xayah,Rakan,Rumble,Skarner,Taliyah,KogMaw,Lulu
JarvanIV,Elise,Ziggs,KogMaw,Janna,Rumble,Maokai,Jayce,Kalista,Blitzcrank
Jax,RekSai,Corki,Xayah,Rakan,Malphite,LeeSin,Orianna,Kalista,TahmKench
JarvanIV,Sejuani,Syndra,Kalista,Blitzcrank,Jayce,LeeSin,Taliyah,KogMaw,Thresh
Gnar,Kayn,Cassiopeia,Xayah,Galio,JarvanIV,Maokai,Corki,Tristana,Rakan
Maokai,Rengar,Karma,Varus,Thresh,Trundle,Sejuani,Chogath,Jhin,TahmKench
Chogath,JarvanIV,Orianna,Kalista,Braum,Jayce,Gragas,Karma,Jhin,Zyra
Maokai,JarvanIV,Orianna,KogMaw,Braum,Camille,Kayn,Galio,Varus,Zyra
Gnar,Nidalee,Taliyah,Caitlyn,Rakan,Rumble,Sejuani,Jayce,Jhin,Alistar
Renekton,Zac,Corki,Kalista,Galio,JarvanIV,Sejuani,Cassiopeia,Xayah,Zyra
Camille,Nidalee,Corki,Xayah,Rakan,JarvanIV,Elise,Taliyah,Ashe,Thresh
Chogath,Khazix,Orianna,Jhin,Gragas,JarvanIV,Sejuani,Galio,Caitlyn,Janna
Galio,LeeSin,Taliyah,KogMaw,Lulu,Shen,Gragas,Orianna,Kalista,Rakan
Rumble,RekSai,Galio,Tristana,Thresh,Renekton,Elise,Malzahar,Xayah,Rakan
Gangplank,Sejuani,Syndra,Varus,Lulu,Shen,Gragas,Corki,KogMaw,Braum
Chogath,RekSai,Taliyah,Kalista,Gragas,Fiora,Elise,Corki,Varus,Alistar
JarvanIV,Sejuani,Corki,Tristana,Braum,Jax,LeeSin,AurelionSol,Xayah,Thresh
JarvanIV,Gragas,Viktor,Xayah,Rakan,Maokai,RekSai,Cassiopeia,Caitlyn,Alistar
Camille,Zac,TwistedFate,Varus,Zyra,Rumble,RekSai,Karma,Caitlyn,Lulu
Chogath,Sejuani,Orianna,KogMaw,Thresh,Jax,Gragas,Syndra,Xayah,Rakan
Trundle,Sejuani,Taliyah,Xayah,Braum,Camille,JarvanIV,Orianna,Kalista,Rakan
Rumble,Maokai,Lucian,Sivir,Rakan,Gnar,Elise,Corki,Jhin,Galio
Renekton,Gragas,Corki,Xayah,Braum,Jayce,JarvanIV,Taliyah,Kalista,Alistar
Jax,Sejuani,Galio,Caitlyn,Braum,Gnar,Gragas,Corki,Kalista,Janna
Jax,Sejuani,Taliyah,Kalista,Taric,Gragas,Chogath,Corki,Tristana,Thresh
Jax,Gragas,Malzahar,Kalista,Rakan,Maokai,Rengar,Corki,Varus,Braum
Camille,Gragas,Malzahar,Varus,Thresh,Gnar,Maokai,Orianna,Tristana,Alistar
Chogath,RekSai,Orianna,Caitlyn,Gragas,Camille,Maokai,TwistedFate,Ashe,Zyra
JarvanIV,Elise,AurelionSol,KogMaw,Zyra,Gnar,Sejuani,Corki,Caitlyn,TahmKench
Renekton,Elise,Corki,Kalista,Leona,Shen,JarvanIV,Kassadin,Tristana,Thresh
Gnar,Elise,Orianna,Ashe,Thresh,Chogath,Gragas,Lucian,Tristana,Braum
Gnar,Chogath,Corki,Caitlyn,Blitzcrank,Sion,Graves,Taliyah,Tristana,Lulu
Jayce,Sejuani,Corki,Kalista,Rakan,Camille,Zac,Leblanc,KogMaw,Braum
Maokai,LeeSin,Jayce,KogMaw,Braum,JarvanIV,Khazix,Taliyah,Kalista,Bard
Rumble,Chogath,Kassadin,Kalista,Blitzcrank,Gnar,Elise,Jayce,Tristana,Thresh
Gnar,Sejuani,Mordekaiser,Kalista,Rakan,Renekton,Zac,Kassadin,Tristana,Alistar
Chogath,Zac,Leblanc,Lucian,Alistar,Maokai,JarvanIV,Orianna,Kalista,Trundle
Renekton,Zac,Syndra,Varus,Galio,JarvanIV,Nunu,Kassadin,KogMaw,Rakan
Camille,Gragas,Corki,Xayah,Rakan,Rumble,Sejuani,Jayce,Kalista,Alistar
JarvanIV,Gragas,Taliyah,Kalista,Thresh,Rumble,Sejuani,Galio,Varus,Zyra
Gnar,Elise,Jayce,Varus,Alistar,Maokai,Chogath,Cassiopeia,Kalista,Rakan
Gragas,RekSai,Leblanc,Jhin,Thresh,Renekton,Elise,Galio,KogMaw,TahmKench
JarvanIV,Sejuani,Vladimir,Caitlyn,Trundle,Shen,Gragas,Corki,Tristana,Braum
Camille,Gragas,Taliyah,Kalista,Blitzcrank,Renekton,Elise,Karma,KogMaw,Lulu
Maokai,Sejuani,Kassadin,Tristana,Janna,Trundle,Zac,Syndra,Xayah,Lulu
JarvanIV,Elise,Cassiopeia,Varus,Brand,Maokai,RekSai,Orianna,Ashe,TahmKench
Renekton,Sejuani,Taliyah,Caitlyn,Rakan,Rumble,JarvanIV,Orianna,Kalista,Braum
Shen,Maokai,Katarina,Tristana,Braum,Gnar,JarvanIV,Taliyah,Xayah,Rakan
Chogath,Zac,Kassadin,Twitch,Janna,Maokai,Nunu,Orianna,KogMaw,Gragas
Gnar,JarvanIV,Orianna,Sivir,Alistar,Chogath,Gragas,Syndra,Xayah,Morgana
Camille,Sejuani,Cassiopeia,Varus,Thresh,Rumble,RekSai,Karma,Ashe,Braum
JarvanIV,RekSai,Syndra,Kalista,Rakan,Poppy,Gragas,Cassiopeia,Varus,Karma
Gragas,Sejuani,Corki,Twitch,TahmKench,Jax,Elise,Viktor,Kalista,Braum
Renekton,Elise,Lucian,Twitch,Thresh,Chogath,RekSai,Taliyah,Xayah,Rakan
Kled,Gragas,Kassadin,Caitlyn,TahmKench,Rumble,Sejuani,Taliyah,Jhin,Thresh
Camille,RekSai,Vladimir,Jhin,Zyra,Poppy,Gragas,Viktor,Caitlyn,Morgana
Maokai,JarvanIV,Viktor,Tristana,Alistar,Renekton,Elise,Lucian,Kalista,Braum
Jax,JarvanIV,Corki,Ashe,Braum,Kled,Elise,Galio,KogMaw,TahmKench
Chogath,Sejuani,Syndra,Kalista,Braum,Maokai,JarvanIV,Taliyah,KogMaw,Thresh
JarvanIV,Maokai,Galio,Kalista,Braum,Shen,Gragas,Orianna,Ashe,Rakan
Gnar,Sejuani,Orianna,Kalista,Janna,Camille,Maokai,Syndra,Xayah,Rakan
Camille,Gragas,Galio,Twitch,Braum,Renekton,Sejuani,Orianna,KogMaw,Bard
JarvanIV,Sejuani,Orianna,Kalista,Braum,Gnar,Gragas,Syndra,Xayah,Rakan
JarvanIV,RekSai,Leblanc,Kalista,Alistar,Camille,Gragas,Malzahar,Jhin,Thresh
Poppy,Maokai,Orianna,Caitlyn,Janna,Camille,Zac,Taliyah,Tristana,Alistar
Gnar,Maokai,Taliyah,Jhin,Alistar,JarvanIV,Khazix,Galio,Kalista,Kennen
JarvanIV,Gragas,Syndra,Kalista,Bard,Fiora,Sejuani,Orianna,KogMaw,Braum
Chogath,Gragas,Talon,Jhin,Braum,Renekton,Maokai,Orianna,Xayah,Rakan
Gnar,Gragas,Kassadin,Tristana,Alistar,Camille,JarvanIV,Galio,Kalista,Trundle
Kled,RekSai,Cassiopeia,Xayah,Braum,JarvanIV,Gragas,Orianna,Corki,Alistar
Chogath,Gragas,Corki,Jhin,Thresh,Shen,Maokai,Cassiopeia,Kalista,Alistar
Renekton,Maokai,Karma,KogMaw,Braum,Gnar,LeeSin,Taliyah,Kalista,Thresh
Camille,Gragas,Kassadin,Kalista,Braum,Rumble,JarvanIV,Orianna,Ashe,Alistar
Chogath,Gragas,Talon,Xayah,TahmKench,Jax,Maokai,Vladimir,Varus,Rakan
Shen,Elise,Orianna,Ashe,Thresh,Maokai,RekSai,Corki,Varus,Braum
Jax,RekSai,Cassiopeia,Tristana,TahmKench,Camille,Sejuani,Kassadin,Kalista,Kennen
JarvanIV,Elise,Orianna,Varus,Braum,Camille,Gragas,Taliyah,Tristana,Morgana
JarvanIV,RekSai,Cassiopeia,Ashe,TahmKench,Renekton,Sejuani,Taliyah,Twitch,Braum
Chogath,JarvanIV,Viktor,Jhin,Thresh,Gnar,Maokai,Cassiopeia,Varus,TahmKench
JarvanIV,Maokai,Orianna,Kalista,Braum,Kled,RekSai,Corki,Tristana,Lulu
Chogath,Elise,Leblanc,Tristana,Braum,JarvanIV,Gragas,Taliyah,Kalista,Morgana
Shen,Sejuani,Taliyah,Jhin,Braum,JarvanIV,RekSai,Corki,Caitlyn,TahmKench
Chogath,JarvanIV,Taliyah,Sivir,Morgana,Galio,RekSai,Orianna,Tristana,Alistar
Chogath,Rengar,Orianna,Jhin,Thresh,Shen,Zac,Syndra,Caitlyn,Braum
JarvanIV,Kayn,Syndra,Tristana,Thresh,Gnar,Sejuani,Corki,Kalista,Braum
Kled,Maokai,Taliyah,KogMaw,Braum,Gnar,Gragas,Corki,Tristana,Lulu
Maokai,Gragas,Taliyah,KogMaw,Janna,Trundle,JarvanIV,TwistedFate,Tristana,Alistar
Galio,Khazix,Syndra,Kalista,Thresh,Rumble,Chogath,Vladimir,Xayah,Rakan
Gnar,Maokai,Syndra,Caitlyn,Karma,Chogath,JarvanIV,Corki,Jhin,Lulu
Galio,RekSai,Taliyah,Varus,Thresh,Gnar,Zac,Syndra,Sivir,Taric
JarvanIV,Warwick,Syndra,Sivir,Rakan,Camille,Sejuani,Corki,Xayah,Braum
Gnar,Gragas,Taliyah,KogMaw,Braum,Galio,JarvanIV,Orianna,Caitlyn,Bard
Maokai,Shyvana,Corki,Draven,Thresh,Chogath,Zac,Cassiopeia,Kalista,Taric
Gnar,Gragas,Kassadin,Varus,TahmKench,JarvanIV,Khazix,Taliyah,Caitlyn,Braum
JarvanIV,Maokai,Karthus,Sivir,Janna,Shen,RekSai,Taliyah,Tristana,Bard
Maokai,Rengar,Corki,Tristana,Morgana,Chogath,JarvanIV,Orianna,KogMaw,Thresh
Rumble,Chogath,Syndra,Ashe,Thresh,JarvanIV,Gragas,Taliyah,Kalista,Alistar
Gragas,RekSai,Talon,Tristana,Braum,Renekton,JarvanIV,Taliyah,Sivir,Karma
Shen,Elise,Taliyah,Kalista,Bard,Gragas,Khazix,Orianna,Varus,Taric
Shen,Sejuani,Viktor,KogMaw,Braum,Renekton,Gragas,Cassiopeia,Caitlyn,TahmKench
Rumble,Gragas,Lucian,KogMaw,Braum,Renekton,JarvanIV,Syndra,Twitch,Alistar
Kled,Maokai,Syndra,Tristana,Alistar,JarvanIV,Gragas,Taliyah,Jhin,Morgana
Renekton,Maokai,Corki,Caitlyn,Alistar,Nautilus,JarvanIV,Orianna,Kalista,Blitzcrank
Maokai,Rengar,Corki,Tristana,Morgana,Nautilus,JarvanIV,Orianna,Varus,Thresh
Jayce,Elise,Leblanc,Tristana,Morgana,Kled,RekSai,Corki,Xayah,Rakan
Jax,Elise,Chogath,Ashe,TahmKench,Shen,RekSai,Galio,KogMaw,Janna
